SKU unidad negocio,Codigo regional,Descripcion,EAN,Proveedor,Equipo,PM asociado,Trazabilidad levantamiento,Etapa
1970113,I24KGBL02-KPE2,I24 BLUSA NINA CUADROS PE CHECK 2,False,PASTEL APPARELS LIMITED,VESTUARIO,Treicy Norambuena,False,No completado - Nuevo
1971731,DC0021OI24LF-002,CENTRO DE MESA LE FLEUR,False,CHINA NATIONAL ARTS AND CRAFTS IMP,False,False,False,No completado - Nuevo
1968831,nan,GALL ARROZ C/DULCE LECHE DELUXE 115G,False,MASIVOS S.A.,FOOD IMPORTADOS,Magdalena Benavente,False,No completado - Nuevo
1971759,DC0001OI24EL-004,VELA CAJA VIDRIO ELENA,False,"LE YU TRADING CO., LIMITED",False,False,False,No completado - Nuevo
1971674,DC0004OI24CA-005,FLORERO CERAMICA LABRADO CAIRO,False,CHINA NATIONAL ARTS AND CRAFTS IMP,False,False,False,No completado - Nuevo
1971672,DC0004OI24CA-003,FLORERO VIDRIO FORMA CAIRO,False,CANGZHOU CITY CHANGSHENG ARTS & CRA,False,False,False,No completado - Nuevo
1971642,DB0089OI24-005-02,LIMPIAPIES COCO DISENO 40X60 D2,False,THE NATURAL FLOORS,False,False,False,No completado - Nuevo
1971641,DB0089OI24-005-01,LIMPIAPIES COCO DISENO 40X60 D1,False,THE NATURAL FLOORS,False,False,False,No completado - Nuevo
1971647,DB0089OI24-015-02,LIMPIAPIES SEMICIRCU COCO BLEACH D2,False,THE NATURAL FLOORS,False,False,False,No completado - Nuevo
1971081,ARI24BGCQ01-K SET,ARI24 CHAQUETA BEBA QUILTED SET ROSADO,False,"WEIHAI CELINE INTERNATIONAL CO.,LTD",VESTUARIO,Treicy Norambuena,False,No completado - Nuevo
1971085,ARI24BGPK03-B2 SET,ARI24 PARKA BEBA PRINT SET PRINT 2,False,"WEIHAI CELINE INTERNATIONAL CO.,LTD",NON FOOD SOFT,Chie Duval,False,No completado - Nuevo
1970102,nan,CR DENT SENSODYNE JUNIOR ESMALTE 129G,False,GSK CONSUMER HEALTHCARE CHILE SPA,False,False,False,No completado - Nuevo
1971666,DC0001OI24CA-001,VELA VIDRIO CAIRO,False,"LE YU TRADING CO., LIMITED",False,False,False,No completado - Nuevo
1971652,DC0023OI24-TN-001-01,CAJA DE CARTON CUADRADA GIRL S TEEN,False,DALIAN PENNY INTERNATIONAL TRADING,False,False,False,No completado - Nuevo
1971599,DB0055OI24-028-01,CANVAS 40X60CM TENDENCIA 01,False,MINHOU XINGCHENG ARTS AND CRAFTS,False,False,False,No completado - Nuevo
1971597,DB0055OI24-027-02,CANVAS 40X40 CM CON MARCO 02,False,MINHOU XINGCHENG ARTS AND CRAFTS,False,False,False,No completado - Nuevo
1971590,DB0055OI24-022,CANVAS 40X40 CM IMAGEN TENDENCIA 3D,False,MINHOU XINGCHENG ARTS AND CRAFTS,False,False,False,No completado - Nuevo
1969944,DCA01FOX00NA2P,CARPA FAMILIAR FOX 2PERS,False,DOITE INTERNATIONAL S.A.,NON FOOD HARD,María José Collado,False,No completado - Nuevo
1971583,DB0055OI24-020,CANVAS 40X40 CM TENDENCIA 6D,False,MINHOU XINGCHENG ARTS AND CRAFTS,False,False,False,No completado - Nuevo
1971624,DB0079OI24-002-02,COJIN ESTAMPADO 40X40 LETTERING,False,"HANGZHOU HENGTONG ENTERPRISE CO.,",False,False,False,No completado - Nuevo
1968956,DB0067OI24-001-01,CAJA DE CARTON CUADRADA D1 S,False,DALIAN PENNY INTERNATIONAL TRADING,False,False,False,No completado - Nuevo
1971612,DB0065AA99-P04-02,RELOJ DISENO D2,False,CHINA NATIONAL ARTS AND CRAFTS IMP,False,False,False,No completado - Nuevo
1971609,DB0064OI24-05,PACK 3 ESPEJOS DECORATIVOS D2,False,NINGBO FREE TRADE ZONE KINGSHINE,False,False,False,No completado - Nuevo
1971618,DB0098OI24-001-01,FUNDA COJIN LISA 40X40 C1,False,"HANGZHOU HENGTONG ENTERPRISE CO.,",False,False,False,No completado - Nuevo
1971606,DB0064OI24-02,PACK 2 ESPEJOS DECORATIVOS D2,False,NINGBO FREE TRADE ZONE KINGSHINE,False,False,False,No completado - Nuevo
1968998,DB0075TT99-005,CESTOS JACINTO LAURA 25X20X10,False,QINGDAO UPASCEND INTERNATIONAL,False,False,False,No completado - Nuevo
1968975,DB0071OI24-003-01,CANASTO MANIJAS PP FIBRA TONOS 01 S,False,QINGDAO UPASCEND INTERNATIONAL,False,False,False,No completado - Nuevo
1968993,DB0072OI24-002-04,CANASTOS CINTA TONOS COLORES 02 XL,False,QINGDAO UPASCEND INTERNATIONAL,False,False,False,No completado - Nuevo
1968991,DB0072OI24-002-02,CANASTOS CINTA TONOS COLORES 02 M,False,QINGDAO UPASCEND INTERNATIONAL,False,False,False,No completado - Nuevo
1968884,DB0012OI24-018,VELA PILAR RUSTICA 7CM GRIS,False,"DALIAN TALENT GIFT CO., LTD",False,False,False,No completado - Nuevo
1968885,DB0012OI24-019,VELA PILAR RUSTICA 7CM GUINDA,False,"DALIAN TALENT GIFT CO., LTD",False,False,False,No completado - Nuevo
1968886,DB0012OI24-020,VELA PILAR RUSTICA 10CM BEIGE,False,"DALIAN TALENT GIFT CO., LTD",False,False,False,No completado - Nuevo
1968888,DB0012OI24-022,VELA PILAR RUSTICA 10CM GUINDA,False,"DALIAN TALENT GIFT CO., LTD",False,False,False,No completado - Nuevo
1968889,DB0014OI24-001,MUNDO VELAS MUNDO 1 ECRU,False,"DALIAN TALENT GIFT CO., LTD",False,False,False,No completado - Nuevo
1968971,DB0071OI24-01-01,CANASTO MANIJAS PP FIBRA BEIGE S,False,QINGDAO UPASCEND INTERNATIONAL,False,False,False,No completado - Nuevo
1968970,DB0068OI24-001-03,CAJA PALLET DECORATIVA L,False,QINGDAO UPASCEND INTERNATIONAL,False,False,False,No completado - Nuevo
1968922,DB0014OI24-034,VELA JARRO 510G HIGO,False,"DALIAN TALENT GIFT CO., LTD",False,False,False,No completado - Nuevo
1968917,DB0014OI24-029,MUNDO VELAS MUNDO 6 CHERRY,False,"DALIAN TALENT GIFT CO., LTD",False,False,False,No completado - Nuevo
1968913,DB0014OI24-025,MUNDO VELAS MUNDO 5 PETROLEO,False,"DALIAN TALENT GIFT CO., LTD",False,False,False,No completado - Nuevo
1968892,DB0014OI24-004,MUNDO VELAS MUNDO 1 CHERRY,False,"DALIAN TALENT GIFT CO., LTD",False,False,False,No completado - Nuevo
1968921,DB0014OI24-033,VELA JARRO 510G LAVANDA,False,"DALIAN TALENT GIFT CO., LTD",False,False,False,No completado - Nuevo
1968851,DB0009OI24-003,VELA VOTIVA AROMA CHERRY,False,"LE YU TRADING CO., LIMITED",False,False,False,No completado - Nuevo
1968937,DB0046AA99-P08,SUCULENTA D1,False,CHINA NATIONAL ARTS AND CRAFTS IMP,False,False,False,No completado - Nuevo
1968853,DB0009OI24-006,VELA VOTIVA VASO VIDRIO ROSA,False,"LE YU TRADING CO., LIMITED",False,False,False,No completado - Nuevo
1971122,ARI24KGPA02-B1 SET,ARI24 PANT BUZO NINA BASICO SET LILAC,False,WUHU WELTEX TRADE CO. LTD,VESTUARIO,Treicy Norambuena,False,No completado - Nuevo
1971123,ARI24KGPA02-B2 SET,ARI24 PANT BUZO NINA BASICO SET ECRU,False,WUHU WELTEX TRADE CO. LTD,VESTUARIO,Treicy Norambuena,False,No completado - Nuevo
1971124,ARI24KGPA02-B3 SET,ARI24 PANT BUZO NINA BASICO SET PURPLE,False,WUHU WELTEX TRADE CO. LTD,VESTUARIO,Treicy Norambuena,False,No completado - Nuevo
1971173,ARI24MJBL30-B2 SET,ARI24 BLUSA MUJ ML DENIM SET LT INDIGO,False,"SHAOXING JIUYA TRADING CO., LTD",VESTUARIO,Maria Concepcion Sanchez,False,No completado - Nuevo
1969939,4340731,PRETZEL SABOR VAINILL HAYDEN VALLEY 142G,False,UNITED NATURAL FOODS INC.,FOOD IMPORTADOS,Magdalena Benavente,False,No completado - Nuevo
1971212,ARI24HOPO19-B2 SET,ARI24 POLERA HOMBRE ML CR TD SET RAINBOW,False,WUHU WELTEX TRADE CO. LTD,VESTUARIO,Maria Concepcion Sanchez,False,No completado - Nuevo
1971203,ARI24HOPO02-B1 SET,ARI24 POLERA HOMBRE MC CR LISA SET BLACK,False,WUHU WELTEX TRADE CO. LTD,VESTUARIO,Maria Concepcion Sanchez,False,No completado - Nuevo
1971244,ARI24HOPK03-B1 SET,ARI24 PARKA HOMBRE ML LISA SET BLACK,False,"WEIHAI CELINE INTERNATIONAL CO.,LTD",VESTUARIO,Maria Concepcion Sanchez,False,No completado - Nuevo
1971142,ARI24KBPL09-B3 SET,ARI24 POLERON NINO HZ AB YARN SET VERDE,False,"NANPING UNITED GARMENT CO.,LTD.",VESTUARIO,Treicy Norambuena,False,No completado - Nuevo
1971141,ARI24KBPL09-B2 SET,ARI24 POLERON KB AB YARN SET GRIS CLAR,False,"NANPING UNITED GARMENT CO.,LTD.",VESTUARIO,Treicy Norambuena,False,No completado - Nuevo
1968770,I24MJCH09-B1SISA,I24 SWEATER MUJER R-NECK CASH SISA GRAPH,False,FEEHA FASHION LTD.,VESTUARIO,Maria Concepcion Sanchez,False,No completado - Nuevo
1966929,nan,CR TRATAM KATIVA HYALUR KERAT Q10 300ML,False,COMERCIAL CHILENO BRITANICA S.A,False,False,False,No completado - Nuevo
1968768,I24MJCH09-B2,I24 SWEATER MUJER R-NECK CASH IVORY,False,FEEHA FASHION LTD.,VESTUARIO,Maria Concepcion Sanchez,False,No completado - Nuevo
1968760,I24MJPO12-B3,I24 POLERA MUJER ML BASICA V-NECK BOTTLE,False,STITCH (BD) KNITWEAR,VESTUARIO,Maria Concepcion Sanchez,False,No completado - Nuevo
1971148,ARI24KBJE00-B2 SET,ARI24 JEANS NINO SLIM FIT SET BLACK,False,SHANGHAI ROJETER.INDUSTRIAL,VESTUARIO,Maria Concepcion Sanchez,False,No completado - Nuevo
1971169,ARI24MJPO13-B4 SET,ARI24 POLERA MUJ BAS ML CR SET DK OLIVE,False,SICHUAN TEXTILES IMPORT & EXPORT LI,VESTUARIO,Maria Concepcion Sanchez,False,No completado - Nuevo
1971166,ARI24MJPO30-B1 SET,ARI24 POLERA MUJER ML RIB SET BLACK,False,WUHU WELTEX TRADE CO. LTD,VESTUARIO,Maria Concepcion Sanchez,False,No completado - Nuevo
1971239,ARI24HOCQ11-G SET,ARI24 SOBRECAMISA HOMBRE CB SET GRAPHITE,False,SHANGHAI ROJETER.INDUSTRIAL,VESTUARIO,Maria Concepcion Sanchez,False,No completado - Nuevo
1971252,ARI24WMBT01B2 SET,ARI24 BATA CORAL MUJER SET ROSE,False,NANJING GOLDEN EVER INTERNATIONAL L,VESTUARIO,Daniela Walters,False,No completado - Nuevo
1971158,ARI24MJPO16-B3 SET,ARI24 POLERA MUJ MC CV SET LT. GREY MEL,False,WUHU WELTEX TRADE CO. LTD,VESTUARIO,Maria Concepcion Sanchez,False,No completado - Nuevo
1971236,ARI24HOJE04-K1 SET,ARI24 JEANS HOMBRE KNITDENIM SET LT BLUE,False,WUHU WELTEX TRADE CO. LTD,VESTUARIO,Maria Concepcion Sanchez,False,No completado - Nuevo
1971151,ARI24KBCQ06-K SET,ARI24 SOBRECAMISA NINO SET ESCOCES,False,"SHAOXING JIUYA TRADING CO., LTD",VESTUARIO,Treicy Norambuena,False,No completado - Nuevo
1971149,ARI24KBCQ01-DP1 SET,ARI24 CHAQUETA NINO SHERPA SET GREY,False,WUHU WELTEX TRADE CO. LTD,VESTUARIO,Treicy Norambuena,False,No completado - Nuevo
1971232,ARI24HOJE01-B1 SET,ARI24 JEANS HOMBRE BASICO SET DK BLUE,False,SHANGHAI ROJETER.INDUSTRIAL,VESTUARIO,Maria Concepcion Sanchez,False,No completado - Nuevo
1971228,ARI24HOPA14-K1 SET,ARI24 PANTALON HOMBRE JOGG AOP SET ARMY,False,SHANGHAI ROJETER.INDUSTRIAL,VESTUARIO,Paula Molina,False,No completado - Nuevo
1971218,ARI24HOCM52-K2 SET,ARI24 SOBRECAMISA HOMBRE POLAR SET BLUE,False,"SHAOXING JIUYA TRADING CO., LTD",VESTUARIO,Paula Molina,False,No completado - Nuevo
1971765,DC0004OI24EL-004,FLORERO VIDRIO M ELENA,False,CANGZHOU CITY CHANGSHENG ARTS & CRA,False,False,False,No completado - Nuevo
1971762,DC0004OI24EL-001,MINI BOTELLA DECORATIVA ELENA,False,"LE YU TRADING CO., LIMITED",False,False,False,No completado - Nuevo
1968815,I24HOPA22-K2,I24 JOGGER HOMBRE ONE CARGO BROWNE,False,PASTEL APPARELS LIMITED,VESTUARIO,Paula Molina,False,No completado - Nuevo
1968802,I24HOPO30-B2 PE,I24 POLO HOMBRE MC PE JUV NATURE GREY,False,TEX-SCHOLAR CO. LTD.,VESTUARIO,Paula Molina,False,No completado - Nuevo
1968786,I24HOPO32-B3 PE,I24 POLO HOMBRE MC ADULTO PE BLSILLO ARM,False,STITCH (BD) KNITWEAR,VESTUARIO,Paula Molina,False,No completado - Nuevo
1969916,ACGASG71OI24-02,SET BANDEJA SANITARIA CON BORDE,False,"NINGBO SINCERE HOLDING GROUP CO,LTD",NON FOOD,Romina Farias,False,No completado - Nuevo
1969920,ACPPLA82OI24-02,SET PLATO PLAST.ANTIAHOGO COLORES 500ML,False,"HANGZHOU TIANYUAN PET PRODUCTS CO.,",NON FOOD,Romina Farias,False,No completado - Nuevo
1969918,ACPBEB30OI24-03,SET PLATO PLEGABLE P/PASEO 450ML COLORES,False,"HANGZHOU TIANYUAN PET PRODUCTS CO.,",NON FOOD,Romina Farias,False,No completado - Nuevo
1971182,ARI24MJCH30-K1 SET,ARI24 SWEATER MUJER RAYADO SET BLACK,False,"QINGDAO GLORY FASHIONS CO.,LTD",VESTUARIO,Maria Concepcion Sanchez,False,No completado - Nuevo
1971180,ARI24MJCH28-K2 SET,ARI24 SWEATER MUJ TRENZAS SET GREY MEL,False,"QINGDAO GLORY FASHIONS CO.,LTD",VESTUARIO,Maria Concepcion Sanchez,False,No completado - Nuevo
1971753,DC0015OI24SP-001,PACK 3 ESPEJOS DECORATIVOS SPARKLY,False,NINGBO FREE TRADE ZONE KINGSHINE,False,False,False,No completado - Nuevo
1971714,DC0007OI24LF-001,FLOR EN MACETA LA FLEUR,False,"SHING FAT IND.CO.,LTD.",False,False,False,No completado - Nuevo
1971710,DC0004OI24LF-001,MINI VASIJA CERAMICA LE FLEUR,False,CHINA NATIONAL ARTS AND CRAFTS IMP,False,False,False,No completado - Nuevo
1971699,DC0021OI24CA-002,CENTRO MESA DECORATIVO CAIRO,False,CHINA NATIONAL ARTS AND CRAFTS IMP,False,False,False,No completado - Nuevo
1966905,OI24MUMC2-C2,OI24 MOCHILA MUJER QUILT PU TABACO,False,JARO (HK) TRADING LIMITED,VESTUARIO,Maria Ignacia Pinto,False,No completado - Nuevo
1966922,OI24NAMC3-K1,OI24 MOCHILA NINA PELUCHE LT GREY,False,"NANJING MAYFAIR GARMENTS CO., LTD",VESTUARIO,Maria Ignacia Pinto,False,No completado - Nuevo
1971774,DC0010OI24EL-001-02,CANVAS 20X20 D2 ELENA,False,MINHOU XINGCHENG ARTS AND CRAFTS,False,False,False,No completado - Nuevo
1969935,nan,SHAP KATIVA TOTAL PLEX RECONT 355ML,False,COMERCIAL CHILENO BRITANICA S.A,False,False,False,No completado - Nuevo
1967767,397101,SALSA BEARNAISE TFM 198G,False,CHEX FINER FOODS INC,FOOD IMPORTADOS,Magdalena Benavente,False,No completado - Nuevo
1967768,397100,SALSA HOLLANDAISE TFM 198G,False,CHEX FINER FOODS INC,FOOD IMPORTADOS,Magdalena Benavente,False,No completado - Nuevo
1970137,I24JBPO04-KPE2,I24 POLERA JB PIQUE MC PE DIRTY BLUE,False,STITCH (BD) KNITWEAR,VESTUARIO,Treicy Norambuena,False,No completado - Nuevo
1971742,DC0004OI24SP-004,FLORERO BASE DORADA VIDRIO SPARKLY,False,CANGZHOU CITY CHANGSHENG ARTS & CRA,False,False,False,No completado - Nuevo
1971741,DC0004OI24SP-002,FLORERO CERAMICA SPARKLY,False,CHINA NATIONAL ARTS AND CRAFTS IMP,False,False,False,No completado - Nuevo
1966881,OI24HOJO1-K2,OI24 JOCKEY HOMBRE COTELE BROWN,False,LAURA & CLAIRE LTD.,VESTUARIO,Maria Ignacia Pinto,False,No completado - Nuevo
1966890,OI24MUCA3-C2,OI24 CARTERA MUJER BOLSILLOS DOST GREEN,False,JARO (HK) TRADING LIMITED,VESTUARIO,Maria Ignacia Pinto,False,No completado - Nuevo
1969938,3480464,SET REGALO CHOCOLATE EN POLVO TFM 255G,False,UNITED NATURAL FOODS INC.,FOOD IMPORTADOS,Magdalena Benavente,False,No completado - Nuevo
1970128,I24KBPO08-K1,I24POLERA NINO ML HIGHDENSITY DIRTYGREEN,False,STITCH (BD) KNITWEAR,VESTUARIO,Treicy Norambuena,False,No completado - Nuevo
1970124,I24KBPO05-KPE1,I24 POLERA NINO ML APLICA PE PLASTIC BE,False,STITCH (BD) KNITWEAR,VESTUARIO,Treicy Norambuena,False,No completado - Nuevo
1968781,nan,DEO SPEED STICK CARBONS ABS BR 50GRS,False,COLGATE PALMOLIVE CHILE S.A.,False,False,False,No completado - Nuevo
1970116,I24KGPO12-K1,I24 POLERA ML KG ANIMAL SEQUINS WHITE,False,STITCH (BD) KNITWEAR,VESTUARIO,Treicy Norambuena,False,No completado - Nuevo
1970112,I24KGBL02-KPE1,I24 BLUSA NINA CUADROS PE CHECK 1,False,PASTEL APPARELS LIMITED,VESTUARIO,Treicy Norambuena,False,No completado - Nuevo
1971689,DC0012OI24CA-001-01,CANASTO F. NAT D1 M CAIRO,False,"CHUNG DINH CO., LTD",False,False,False,No completado - Nuevo
1971758,DC0001OI24EL-003,VELA LABRADA ELENA,False,"LE YU TRADING CO., LIMITED",False,False,False,No completado - Nuevo
1971728,DC0015OI24LF-001,PACK 2 ESPEJOS DECORATIVOS LA FLEUR,False,NINGBO FREE TRADE ZONE KINGSHINE,False,False,False,No completado - Nuevo
1971722,DC0012OI24LF-001-01,CANASTO F. NAT D1 S LA FLEUR,False,"CHUNG DINH CO., LTD",False,False,False,No completado - Nuevo
1971071,ARI24BGPO07-BSI3 SET,ARI24 BEATLE BEBA LISO SET NEW LILA,False,SICHUAN TEXTILES IMPORT & EXPORT LI,VESTUARIO,Treicy Norambuena,False,No completado - Nuevo
1971078,ARI24BGCH02-K2 SET,ARI24 SWEATER BEBA CALADO SET CELESTE,False,"QINGDAO GLORY FASHIONS CO.,LTD",VESTUARIO,Treicy Norambuena,False,No completado - Nuevo
1971645,DB0089OI24-010-02,LIMPIAPIES COCO ALARGADO 35X70CM D2,False,THE NATURAL FLOORS,False,False,False,No completado - Nuevo
1971643,DB0089OI24-005-03,LIMPIAPIES COCO DISENO 40X60 D3,False,THE NATURAL FLOORS,False,False,False,No completado - Nuevo
1971082,ARI24BGPK01-B1 SET,ARI24 PARKA BEBA LISA SET CELESTE,False,"WEIHAI CELINE INTERNATIONAL CO.,LTD",NON FOOD SOFT,Chie Duval,False,No completado - Nuevo
1971092,ARI24BBPO05-B1 SET,ARI24 POLERA BEBO ML PRINT SET CARAMELO,False,TIANJIN TIANTAI GARMENT I/E CO LTD.,VESTUARIO,Treicy Norambuena,False,No completado - Nuevo
1969949,nan,TOALLA PLENITUD FEMME ULTRA 24UN,False,KIMBERLY CLARK CHILE SA,False,False,False,No completado - Nuevo
1971554,DB0055OI24-002-04,CANVAS 20X20 CM FLORES 04,False,MINHOU XINGCHENG ARTS AND CRAFTS,False,False,False,No completado - Nuevo
1971553,DB0055OI24-002-03,CANVAS 20X20 CM FLORES 03,False,MINHOU XINGCHENG ARTS AND CRAFTS,False,False,False,No completado - Nuevo
1971552,DB0055OI24-002-02,CANVAS 20X20 CM FLORES 02,False,MINHOU XINGCHENG ARTS AND CRAFTS,False,False,False,No completado - Nuevo
1971651,DB0090OI24-01,LIMPIAPIES COCO FORMA HELLO,False,THE NATURAL FLOORS,False,False,False,No completado - Nuevo
1971548,DB0075OI24AR-025-03,CANASTO PAPEL L D23,False,QINGDAO UPASCEND INTERNATIONAL,False,False,False,No completado - Nuevo
1971537,DB0075OI24AR-015-02,CANASTO FIBRA NATURAL M D13,False,QINGDAO UPASCEND INTERNATIONAL,False,False,False,No completado - Nuevo
1971600,DB0055OI24-028-02,CANVAS 40X60CM TENDENCIA 02,False,MINHOU XINGCHENG ARTS AND CRAFTS,False,False,False,No completado - Nuevo
1971543,DB0075OI24AR-023-01,CANASTO F. NAT XS D21,False,QINGDAO UPASCEND INTERNATIONAL,False,False,False,No completado - Nuevo
1971544,DB0075OI24AR-023-02,CANASTO F. NAT S D21,False,QINGDAO UPASCEND INTERNATIONAL,False,False,False,No completado - Nuevo
1971540,DB0075OI24AR-017-02,CANASTO FIBRA NATURAL L D15,False,QINGDAO UPASCEND INTERNATIONAL,False,False,False,No completado - Nuevo
1971592,DB0055OI24-025-01,CANVAS 40X40CM SIMIL OLEO 01,False,MINHOU XINGCHENG ARTS AND CRAFTS,False,False,False,No completado - Nuevo
1968962,DB0067OI24-005-01,CAJA DE CARTON RECTANGULAR D3 S,False,DALIAN PENNY INTERNATIONAL TRADING,False,False,False,No completado - Nuevo
1968960,DB0067OI24-002-02,CAJA DE CARTON RECTANGULAR D2 M,False,DALIAN PENNY INTERNATIONAL TRADING,False,False,False,No completado - Nuevo
1971561,DB0055OI24-006-03,CANVAS 20X20 CM EDIFICIOS 03,False,MINHOU XINGCHENG ARTS AND CRAFTS,False,False,False,No completado - Nuevo
1971610,DB0064OI24-06,PACK 3 ESPEJOS DECORATIVOS D3,False,NINGBO FREE TRADE ZONE KINGSHINE,False,False,False,No completado - Nuevo
1971617,DB0065AA99-P08,RELOJ 30 CM D2,False,CHINA NATIONAL ARTS AND CRAFTS IMP,False,False,False,No completado - Nuevo
1969008,DB0075OI24-003-01,CANASTO FIBRA NATURAL D3 S,False,"CHUNG DINH CO., LTD",False,False,False,No completado - Nuevo
1968942,DB0049TT99-141,FLOR DE TALLO MEDIANO 55,False,TRANSWORLD(ANSHAN)INC.,False,False,False,No completado - Nuevo
1968984,DB0071OI24-006-03,CANASTO ALTO PP FIBRA TONOS 01 L,False,QINGDAO UPASCEND INTERNATIONAL,False,False,False,No completado - Nuevo
1969005,DB0075OI24-002-01,CANASTO FIBRA NATURAL D2 S,False,"CHUNG DINH CO., LTD",False,False,False,No completado - Nuevo
1968997,DB0075TT99-004,CESTOS JACINTO LAURA 43X28X12,False,QINGDAO UPASCEND INTERNATIONAL,False,False,False,No completado - Nuevo
1968995,DB0075TT99-002,CESTOS JACINTO MAITE 30X20X12,False,QINGDAO UPASCEND INTERNATIONAL,False,False,False,No completado - Nuevo
1967766,200001,SALSA TERIYAKI TFM 360ML,False,CHEX FINER FOODS INC,FOOD IMPORTADOS,Magdalena Benavente,False,No completado - Nuevo
1969028,DB0075OI24-010-01,CANASTO FIBRA NATURAL D10 M,False,"CHUNG DINH CO., LTD",False,False,False,No completado - Nuevo
1968897,DB0014OI24-009,MUNDO VELAS MUNDO 2 CHERRY,False,"DALIAN TALENT GIFT CO., LTD",False,False,False,No completado - Nuevo
1968915,DB0014OI24-027,MUNDO VELAS MUNDO 6 BEIGE,False,"DALIAN TALENT GIFT CO., LTD",False,False,False,No completado - Nuevo
1969022,DB0075OI24-008-01,CANASTO FIBRA NATURAL D8 S,False,"CHUNG DINH CO., LTD",False,False,False,No completado - Nuevo
1971105,ARI24KGPO03-B3 SET,ARI24 POLERA NINA MC RIB LISA SET PINK,False,TIANJIN TIANTAI GARMENT I/E CO LTD.,VESTUARIO,Treicy Norambuena,False,No completado - Nuevo
1969017,DB0075OI24-006-02,CANASTO FIBRA NATURAL D6 M,False,"CHUNG DINH CO., LTD",False,False,False,No completado - Nuevo
1968849,DB0009TT99-09,VELA VOTIVA AROMA BLANCO,False,"LE YU TRADING CO., LIMITED",False,False,False,No completado - Nuevo
1968856,DB0009OI24-009,VELA VOTIVA VASO ASSORTED 5C,False,"LE YU TRADING CO., LIMITED",False,False,False,No completado - Nuevo
1968863,DB0010OI24-004,PACK 6 PCS VELAS CANDELABRO PETROLEO,False,"LE YU TRADING CO., LIMITED",False,False,False,No completado - Nuevo
1971211,ARI24HOPO19-B1 SET,ARI24 POLERA HOMBRE ML CR TDYE SET NAVY,False,WUHU WELTEX TRADE CO. LTD,VESTUARIO,Maria Concepcion Sanchez,False,No completado - Nuevo
1971245,ARI24HOPK03-B2 SET,ARI24 PARKA HOMBRE ML LISA SET NAVY,False,"WEIHAI CELINE INTERNATIONAL CO.,LTD",VESTUARIO,Maria Concepcion Sanchez,False,No completado - Nuevo
1971204,ARI24HOPO02-B2 SET,ARI24 POLERA HOMBRE MC CR LISA SET WHITE,False,WUHU WELTEX TRADE CO. LTD,VESTUARIO,Maria Concepcion Sanchez,False,No completado - Nuevo
1971197,ARI24MJCQ18-K2 SET,ARI24 SOBRECAMISA MUJER SET BLA,False,SUMEC TEXTILE & LIGHT INDUSTRY,VESTUARIO,Maria Concepcion Sanchez,False,No completado - Nuevo
1971195,ARI24MJCQ14-B2 SET,ARI24 CHAQUETA MUJER QUILT ML SET OLIVE,False,SUMEC TEXTILE & LIGHT INDUSTRY,VESTUARIO,Maria Concepcion Sanchez,False,No completado - Nuevo
1971240,ARI24HOCQ15-G SET,ARI24 SOBRECAMISA HOMBRE CB SET BLKDENIM,False,SHANGHAI ROJETER.INDUSTRIAL,VESTUARIO,Maria Concepcion Sanchez,False,No completado - Nuevo
1968764,I24MJCH07-B1,I24 CARDIGAN MUJER CASH BLACK,False,FEEHA FASHION LTD.,VESTUARIO,Maria Concepcion Sanchez,False,No completado - Nuevo
1971135,ARI24KBCM02-B1 SET,ARI24 CAMISA NINO DENIM SET REG DEMIN,False,"SHAOXING JIUYA TRADING CO., LTD",VESTUARIO,Treicy Norambuena,False,No completado - Nuevo
1968766,I24MJCH07-B3,I24 CARDIGAN MUJER CASH ROSE,False,FEEHA FASHION LTD.,VESTUARIO,Maria Concepcion Sanchez,False,No completado - Nuevo
1968755,I24MJPO39-B1,I24 POLERA MUJER ML CROP PRINT BLACK,False,STITCH (BD) KNITWEAR,VESTUARIO,Maria Concepcion Sanchez,False,No completado - Nuevo
1968759,I24MJPO12-B2,I24 POLERA MUJER ML BASICA V-NECK IVORY,False,STITCH (BD) KNITWEAR,VESTUARIO,Maria Concepcion Sanchez,False,No completado - Nuevo
1971167,ARI24MJPO30-B2 SET,ARI24 POLERA MUJER ML RIB SET SAND,False,WUHU WELTEX TRADE CO. LTD,VESTUARIO,Maria Concepcion Sanchez,False,No completado - Nuevo
1971253,ARI24WMBT05B2 SET,ARI24 BATA MUJER CORAL LUREX SET MALVA,False,NANJING GOLDEN EVER INTERNATIONAL L,VESTUARIO,Daniela Walters,False,No completado - Nuevo
1971162,ARI24MJPO66-B2 SET,ARI24 POLERA MUJER MC RAYAS SET WINE,False,WUHU WELTEX TRADE CO. LTD,VESTUARIO,Maria Concepcion Sanchez,False,No completado - Nuevo
1971250,ARI24MNBT01B3 SET,ARI24 BATA POLAR HOMBRE SET NAVY,False,NANJING GOLDEN EVER INTERNATIONAL L,VESTUARIO,Daniela Walters,False,No completado - Nuevo
1971249,ARI24MNBT01B1 SET,ARI24 BATA POLAR HOMBRE SET NA,False,NANJING GOLDEN EVER INTERNATIONAL L,VESTUARIO,Daniela Walters,False,No completado - Nuevo
1971235,ARI24HOJE02-B2 SET,ARI24 JEANS HOMBRE SLIM SET BLACK,False,SHANGHAI ROJETER.INDUSTRIAL,VESTUARIO,Maria Concepcion Sanchez,False,No completado - Nuevo
